id,database,title,authors,year,journal_type,journal,citations,url,pdf
326,Web of Science,Article Quality Classification on Wikipedia: Introducing Document Embeddings and Content Features,"Schmidt, M; Zangerle, E",2019,Conference,15th International Symposium on Open Collaboration (OpenSym) ,5,https://www.webofscience.com/wos/woscc/full-record/WOS:000632588700013,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIConfProc&SrcApp=WOS&KeyAID=10.1145%2F3306446.3340831&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=PROCEEDINGS+OF+THE+15TH+INTERNATIONAL+SYMPOSIUM+ON+OPEN+COLLABORATION+%28OPENSYM%29&DestDOIRegistrantName=Association+for+Computing+Machinery
327,Web of Science,Determining Quality of Articles in Polish Wikipedia Based on Linguistic Features,"Lewoniewski, W; Wecel, K; Abramowicz, W",2018,Conference,"24th International Conference on Information and Software Technologies (ICIST) , pp.546-558",0,https://www.webofscience.com/wos/woscc/full-record/WOS:000465511800045,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIConfProc&SrcApp=WOS&KeyAID=10.1007%2F978-3-319-99972-2_45&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=INFORMATION+AND+SOFTWARE+TECHNOLOGIES%2C+ICIST+2018&DestDOIRegistrantName=Springer-Verlag
328,Web of Science,Improving the Quality of Consumer Health Information on Wikipedia: Case Series,"Weiner, SS; Horbacewicz, J; Bensinger-Brody, Y",2019,Journal,JOURNAL OF MEDICAL INTERNET RESEARCH (3),16,https://www.webofscience.com/wos/woscc/full-record/WOS:000462276900001,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DOISource&SrcApp=WOS&KeyAID=10.2196%2F12450&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=JOURNAL+OF+MEDICAL+INTERNET+RESEARCH&DestDOIRegistrantName=JMIR+Publications+Inc.
329,Web of Science,Using Morphological and Semantic Features for the Quality Assessment of Russian Wikipedia,"Lewoniewski, W; Khairova, N; Abramowicz, W",2017,Conference,"23rd International Conference on Information and Software Technologies (ICIST) , pp.550-560",4,https://www.webofscience.com/wos/woscc/full-record/WOS:000453212900046,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIConfProc&SrcApp=WOS&KeyAID=10.1007%2F978-3-319-67642-5_46&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=INFORMATION+AND+SOFTWARE+TECHNOLOGIES+%28ICIST+2017%29&DestDOIRegistrantName=Springer-Verlag
330,Web of Science,A Matter of Words: NLP for Quality Evaluation of Wikipedia Medical Articles,"Cozza, V; Petrocchi, M; Spognardi, A",2016,unknown,"WEB ENGINEERING (ICWE 2016) , pp.448-456",4,https://www.webofscience.com/wos/woscc/full-record/WOS:000378997100031,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIConfProc&SrcApp=WOS&KeyAID=10.1007%2F978-3-319-38791-8_31&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=WEB+ENGINEERING+%28ICWE+2016%29&DestDOIRegistrantName=Springer-Verlag
331,Web of Science,Effects of Contributor Experience on the Quality of Health-Related Wikipedia Articles,"Holtz, P; Fetahu, B; Kimmerle, J",2018,Journal,JOURNAL OF MEDICAL INTERNET RESEARCH (5),6,https://www.webofscience.com/wos/woscc/full-record/WOS:000431799100002,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIArticle&SrcApp=WOS&KeyAID=10.2196%2Fjmir.9683&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=JOURNAL+OF+MEDICAL+INTERNET+RESEARCH&DestDOIRegistrantName=JMIR+Publications+Inc.
332,Web of Science,A Psycho-lexical Approach to the Assessment of Information Quality on Wikipedia,"Su, Q; Liu, PY",2015,Conference,"IEEE/WIC/ACM International Conference on Web Intelligence and Intelligent Agent Technology (WI-IAT) , pp.184-187",2,https://www.webofscience.com/wos/woscc/full-record/WOS:000383012400044,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIConfProc&SrcApp=WOS&KeyAID=10.1109%2FWI-IAT.2015.23&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=2015+IEEE%2FWIC%2FACM+INTERNATIONAL+CONFERENCE+ON+WEB+INTELLIGENCE+AND+INTELLIGENT+AGENT+TECHNOLOGY+%28WI-IAT%29%2C+VOL+3&DestDOIRegistrantName=Institute+of+Electrical+and+Electronics+Engineers
333,Web of Science,Information Quality in Wikipedia: The Effects of Group Composition and Task Conflict,"Arazy, O; Nov, O; Yeo, L",2011,Journal,"JOURNAL OF MANAGEMENT INFORMATION SYSTEMS (4) , pp.71-98",115,https://www.webofscience.com/wos/woscc/full-record/WOS:000290549800004,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DOISource&SrcApp=WOS&KeyAID=10.2753%2FMIS0742-1222270403&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=JOURNAL+OF+MANAGEMENT+INFORMATION+SYSTEMS&DestDOIRegistrantName=M.E.+Sharpe
334,Web of Science,Content and Quality of Information about Stroke in Wikipedia across Multiple Languages,"Marquez-Romero, JM; Lee, AE; Prado-Aguilar, CA",2022,unknown,"EUROPEAN NEUROLOGY (4) , pp.308-312",1,https://www.webofscience.com/wos/woscc/full-record/WOS:000753741200001,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DOISource&SrcApp=WOS&KeyAID=10.1159%2F000521938&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=EUROPEAN+NEUROLOGY&DestDOIRegistrantName=S.+Karger+AG
335,Web of Science,Information quality assessment of community-generated content - A user study of Wikipedia,"Yaari, E; Baruchson-Arbib, S; Bar-Ilan, J",2011,Journal,"JOURNAL OF INFORMATION SCIENCE (5) , pp.487-498",51,https://www.webofscience.com/wos/woscc/full-record/WOS:000295737200004,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DOISource&SrcApp=WOS&KeyAID=10.1177%2F0165551511416065&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=JOURNAL+OF+INFORMATION+SCIENCE&DestDOIRegistrantName=SAGE+Publications
336,Web of Science,Learning with Wikipedia in Higher Education: Academic Performance and Students' Quality Perception,"Meseguer-Artola, A; Rodriguez-Ardura, I; Rimbau-Gilabert, E",2019,unknown,"Research and Innovation Forum (Rii Forum) , pp.117-124",1,https://www.webofscience.com/wos/woscc/full-record/WOS:000626766500012,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIConfProc&SrcApp=WOS&KeyAID=10.1007%2F978-3-030-30809-4_12&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=RESEARCH+%26+INNOVATION+FORUM+2019%3A+TECHNOLOGY%2C+INNOVATION%2C+EDUCATION%2C+AND+THEIR+SOCIAL+IMPACT&DestDOIRegistrantName=Springer-Verlag
337,Web of Science,Assessing the Quality of Thai Wikipedia Articles Using Concept and Statistical Features,"Saengthongpattana, K; Soonthornphisaj, N",2014,Conference,"World Conference on Information Systems and Technologies (WorldCIST) , pp.513-523",1,https://www.webofscience.com/wos/woscc/full-record/WOS:000354297600049,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIConfProc&SrcApp=WOS&KeyAID=10.1007%2F978-3-319-05951-8_49&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=NEW+PERSPECTIVES+IN+INFORMATION+SYSTEMS+AND+TECHNOLOGIES%2C+VOL+1&DestDOIRegistrantName=Springer-Verlag
338,Web of Science,On the Feasibility of External Factual Support as Wikipedia's Quality Metric,"Velazquez, CG; Cagnina, LC; Errecalde, ML",2017,unknown,"PROCESAMIENTO DEL LENGUAJE NATURAL (58) , pp.93-100",5,https://www.webofscience.com/wos/woscc/full-record/WOS:000419647800011,N/A
339,Web of Science,Relative Quality Assessment of Wikipedia Articles in Different Languages Using Synthetic Measure,"Lewoniewski, W; Wecel, K",2017,Conference,"20th International Conference on Business Information Systems (BIS) , pp.282-292",4,https://www.webofscience.com/wos/woscc/full-record/WOS:000450254400024,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIConfProc&SrcApp=WOS&KeyAID=10.1007%2F978-3-319-69023-0_24&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=BUSINESS+INFORMATION+SYSTEMS+WORKSHOPS%2C+BIS+2017&DestDOIRegistrantName=Springer-Verlag
340,Web of Science,MONITORING NETWORK STRUCTURE AND CONTENT QUALITY OF SIGNAL PROCESSING ARTICLES ON WIKIPEDIA,"Lee, TC; Unnikrishnan, J",2013,Conference,"IEEE International Conference on Acoustics, Speech, and Signal Processing (ICASSP) , pp.8766-8770",0,https://www.webofscience.com/wos/woscc/full-record/WOS:000329611508188,N/A
341,Web of Science,Determinants of Wikipedia Quality: the Roles of Global and Local Contribution Inequality,"Arazy, O; Nov, O",2010,Conference,"ACM Conference on Computer Supported Cooperative Work , pp.233-236",34,https://www.webofscience.com/wos/woscc/full-record/WOS:000286948800035,N/A
342,Web of Science,Quality Assessment of Arabic Web Content: The case of the Arabic Wikipedia,"Yahya, A; Salhi, A",2014,Conference,"10th International Conference on Innovations in Information Technology (IIT) , pp.36-41",0,https://www.webofscience.com/wos/woscc/full-record/WOS:000412231400007,N/A
343,Web of Science,Multilingual Ranking of Wikipedia Articles with Quality and Popularity Assessment in Different Topics,"Lewoniewski, W; Wecel, K; Abramowicz, W",2019,unknown,COMPUTERS (3),8,https://www.webofscience.com/wos/woscc/full-record/WOS:000487950600001,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DOISource&SrcApp=WOS&KeyAID=10.3390%2Fcomputers8030060&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=COMPUTERS&DestDOIRegistrantName=MDPI+AG
344,Web of Science,Measuring Wikipedia Article Quality in One Dimension by Extending ORES with Ordinal Regression,"TeBlunthuis, N",2021,Conference,17th International Symposium on Open Collaboration (OpenSym) ,0,https://www.webofscience.com/wos/woscc/full-record/WOS:000771787400005,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DOISource&SrcApp=WOS&KeyAID=10.1145%2F3479986.3479991&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=PROCEEDINGS+OF+THE+17TH+INTERNATIONAL+SYMPOSIUM+ON+OPEN+COLLABORATION+%28OPENSYM%29&DestDOIRegistrantName=Association+for+Computing+Machinery
345,Web of Science,Indicator of quality for environmental articles on Wikipedia at the higher education level,"Petiska, E; Moldan, B",2021,Journal,"JOURNAL OF INFORMATION SCIENCE (2) , pp.269-280",3,https://www.webofscience.com/wos/woscc/full-record/WOS:000501946900001,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIArticle&SrcApp=WOS&KeyAID=10.1177%2F0165551519888607&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=JOURNAL+OF+INFORMATION+SCIENCE&DestDOIRegistrantName=SAGE+Publications
346,Web of Science,Ranking of Wikipedia Articles in Search Engines Revisited: Fair Ranking for Reasonable Quality?,"Lewandowski, D; Spree, U",2011,Journal,"JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY (1) , pp.117-132",23,https://www.webofscience.com/wos/woscc/full-record/WOS:000285428000010,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DOISource&SrcApp=WOS&KeyAID=10.1002%2Fasi.21423&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=JOURNAL+OF+THE+AMERICAN+SOCIETY+FOR+INFORMATION+SCIENCE+AND+TECHNOLOGY&DestDOIRegistrantName=Wiley+%28John+Wiley+%26+Sons%29
347,Web of Science,Quality flaw prediction in Spanish Wikipedia: A case of study with verifiability flaws,"Ferretti, E; Cagnina, L; Errecalde, M",2018,unknown,"INFORMATION PROCESSING & MANAGEMENT (6) , pp.1169-1181",6,https://www.webofscience.com/wos/woscc/full-record/WOS:000445713800019,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DOISource&SrcApp=WOS&KeyAID=10.1016%2Fj.ipm.2018.08.003&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=INFORMATION+PROCESSING+%26+MANAGEMENT&DestDOIRegistrantName=Elsevier
348,Web of Science,Diversity of editors and teams versus quality of cooperative work: experiments on wikipedia,"Sydow, M; Baraniak, K; Teisseyre, P",2017,Journal,"JOURNAL OF INTELLIGENT INFORMATION SYSTEMS (3) , pp.601-632",6,https://www.webofscience.com/wos/woscc/full-record/WOS:000401468300006,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DOISource&SrcApp=WOS&KeyAID=10.1007%2Fs10844-016-0428-1&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=JOURNAL+OF+INTELLIGENT+INFORMATION+SYSTEMS&DestDOIRegistrantName=Springer-Verlag
349,Web of Science,Assessing the quality of health-related Wikipedia articles with generic and specific metrics,"Couto, L; Lopes, CT",2021,Conference,"30th World Wide Web (WWW) Conference (WebConf) , pp.640-647",0,https://www.webofscience.com/wos/woscc/full-record/WOS:000749534900109,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIConfProc&SrcApp=WOS&KeyAID=10.1145%2F3442442.3452355&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=WEB+CONFERENCE+2021%3A+COMPANION+OF+THE+WORLD+WIDE+WEB+CONFERENCE+%28WWW+2021%29&DestDOIRegistrantName=Association+for+Computing+Machinery
350,Web of Science,Cumulative Experience and Recent Behavior and their Relation to Content Quality on Wikipedia,"Tsikerdekis, M",2017,unknown,"INTERACTING WITH COMPUTERS (5) , pp.737-754",0,https://www.webofscience.com/wos/woscc/full-record/WOS:000409181700006,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DOISource&SrcApp=WOS&KeyAID=10.1093%2Fiwc%2Fiwx010&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=INTERACTING+WITH+COMPUTERS&DestDOIRegistrantName=Oxford+University+Press
351,Web of Science,Assessing Information Quality of Wikipedia Articles Through Google's E-A-T Model,"Sugandhika, C; Ahangama, S",2022,unknown,"IEEE ACCESS , pp.52196-52209",0,https://www.webofscience.com/wos/woscc/full-record/WOS:000798447300001,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIArticle&SrcApp=WOS&KeyAID=10.1109%2FACCESS.2022.3172962&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=IEEE+ACCESS&DestDOIRegistrantName=Institute+of+Electrical+and+Electronics+Engineers
352,Web of Science,Pharmacy students can improve access to quality medicines information by editing Wikipedia articles,"Apollonio, DE; Broyde, K; Brock, T",2018,unknown,BMC MEDICAL EDUCATION ,15,https://www.webofscience.com/wos/woscc/full-record/WOS:000451080500001,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DOISource&SrcApp=WOS&KeyAID=10.1186%2Fs12909-018-1375-z&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=BMC+MEDICAL+EDUCATION&DestDOIRegistrantName=Springer+%28Biomed+Central+Ltd.%29
353,Web of Science,"On the Relation of Edit Behavior, Link Structure, and Article Quality on Wikipedia","Ruprechter, T; Santos, T; Helic, D",2020,Conference,"8th International Conference on Complex Networks and Their Applications (COMPLEX NETWORKS) , pp.242-254",0,https://www.webofscience.com/wos/woscc/full-record/WOS:000843839700020,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIConfProc&SrcApp=WOS&KeyAID=10.1007%2F978-3-030-36683-4_20&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=COMPLEX+NETWORKS+AND+THEIR+APPLICATIONS+VIII%2C+VOL+2&DestDOIRegistrantName=Springer-Verlag
354,Web of Science,Using Hyperlink Texts to Improve Quality of Identifying Document Topics Based on Wikipedia,"Huynh, DT; Cao, TH; Hoang, TN",2009,Conference,"1st International Conference on Knowledge and Systems Engineering , pp.249-254",2,https://www.webofscience.com/wos/woscc/full-record/WOS:000290647800042,N/A
355,Web of Science,A hybrid approach to classifying Wikipedia article quality flaws with feature fusion framework,"Wang, P; Li, MY; Hou, JR",2021,unknown,EXPERT SYSTEMS WITH APPLICATIONS ,5,https://www.webofscience.com/wos/woscc/full-record/WOS:000663582800009,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIArticle&SrcApp=WOS&KeyAID=10.1016%2Fj.eswa.2021.115089&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=EXPERT+SYSTEMS+WITH+APPLICATIONS&DestDOIRegistrantName=Elsevier
356,Web of Science,Assessing Quality Score of Wikipedia Articles using Mutual Evaluation of Editors and Texts,"Suzuki, Y; Yoshikawa, M",2013,Conference,"22nd ACM International Conference on Information and Knowledge Management (CIKM) , pp.1727-1732",6,https://www.webofscience.com/wos/woscc/full-record/WOS:000722225900234,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIConfProc&SrcApp=WOS&KeyAID=10.1145%2F2505515.2505610&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=PROCEEDINGS+OF+THE+22ND+ACM+INTERNATIONAL+CONFERENCE+ON+INFORMATION+%26+KNOWLEDGE+MANAGEMENT+%28CIKM%2713%29&DestDOIRegistrantName=Association+for+Computing+Machinery
357,Web of Science,Quality Evaluation of Search Results by Typicality and Speciality of Terms Extracted from Wikipedia,"Nakatani, M; Jatowt, A; Tanaka, K",2009,Conference,"DATABASE SYSTEMS FOR ADVANCED APPLICATIONS, PROCEEDINGS , pp.570-584",4,https://www.webofscience.com/wos/woscc/full-record/WOS:000265740400050,N/A
358,Web of Science,What Makes a Good Biography? Multidimensional Quality Analysis Based on Wikipedia Article Feedback Data,"Flekova, L; Ferschke, O; Gurevych, I",2014,Conference,"23rd International Conference on World Wide Web (WWW) , pp.855-865",14,https://www.webofscience.com/wos/woscc/full-record/WOS:000455945100077,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIConfProc&SrcApp=WOS&KeyAID=10.1145%2F2566486.2567972&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=WWW%2714%3A+PROCEEDINGS+OF+THE+23RD+INTERNATIONAL+CONFERENCE+ON+WORLD+WIDE+WEB&DestDOIRegistrantName=Association+for+Computing+Machinery
359,Web of Science,Quality of Wikipedia Articles: Analyzing Features and Building a Ground Truth for Supervised Classification,"Bassani, E; Viviani, M",2019,Conference,"11th International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management (IC3K) / 11th International Conference on Knowledge Discovery and Information Retrieval (KDIR) , pp.338-346",0,https://www.webofscience.com/wos/woscc/full-record/WOS:000604901600032,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIConfProc&SrcApp=WOS&KeyAID=10.5220%2F0008149303380346&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=KDIR%3A+PROCEEDINGS+OF+THE+11TH+INTERNATIONAL+JOINT+CONFERENCE+ON+KNOWLEDGE+DISCOVERY%2C+KNOWLEDGE+ENGINEERING+AND+KNOWLEDGE+MANAGEMENT+-+VOL+1%3A+KDIR&DestDOIRegistrantName=Scitepress
360,Web of Science,Application of SEO Metrics to Determine the Quality of Wikipedia Articles and Their Sources,"Lewoniewski, W; Harting, RC; Abramowicz, W",2018,Conference,"24th International Conference on Information and Software Technologies (ICIST) , pp.139-152",5,https://www.webofscience.com/wos/woscc/full-record/WOS:000465511800011,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIConfProc&SrcApp=WOS&KeyAID=10.1007%2F978-3-319-99972-2_11&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=INFORMATION+AND+SOFTWARE+TECHNOLOGIES%2C+ICIST+2018&DestDOIRegistrantName=Springer-Verlag
361,Web of Science,Interactive Quality Analytics of User-generated Content: An Integrated Toolkit for the Case of Wikipedia,"di Sciascio, C; Strohmaier, D; Veas, E",2019,unknown,ACM TRANSACTIONS ON INTERACTIVE INTELLIGENT SYSTEMS (2-3),1,https://www.webofscience.com/wos/woscc/full-record/WOS:000467789600007,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DOISource&SrcApp=WOS&KeyAID=10.1145%2F3150973&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=ACM+TRANSACTIONS+ON+INTERACTIVE+INTELLIGENT+SYSTEMS&DestDOIRegistrantName=Association+for+Computing+Machinery
362,Web of Science,Personal communication networks and their positive effects on online collaboration and outcome quality on Wikipedia,"Tsikerdekis, M",2016,Journal,"JOURNAL OF THE ASSOCIATION FOR INFORMATION SCIENCE AND TECHNOLOGY (4) , pp.812-823",3,https://www.webofscience.com/wos/woscc/full-record/WOS:000372926300005,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DOISource&SrcApp=WOS&KeyAID=10.1002%2Fasi.23429&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=JOURNAL+OF+THE+ASSOCIATION+FOR+INFORMATION+SCIENCE+AND+TECHNOLOGY&DestDOIRegistrantName=Wiley+%28John+Wiley+%26+Sons%29
363,Web of Science,Automatic Quality Assessment of Content Created Collaboratively by Web Communities: A Case Study of Wikipedia,"Dalip, DH; Goncalves, MA; Calado, P",2009,Conference,"9th Annual International ACM/IEEE Joint Conference on Digital Libraries , pp.295-304",45,https://www.webofscience.com/wos/woscc/full-record/WOS:000295296700038,N/A
364,Web of Science,Wisdom of crowds: the effect of participant composition and contribution behavior on Wikipedia article quality,"Lin, Y; Wang, CX",2020,Journal,"JOURNAL OF KNOWLEDGE MANAGEMENT (2) , pp.324-345",6,https://www.webofscience.com/wos/woscc/full-record/WOS:000512073600001,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIArticle&SrcApp=WOS&KeyAID=10.1108%2FJKM-08-2019-0416&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=JOURNAL+OF+KNOWLEDGE+MANAGEMENT&DestDOIRegistrantName=Emerald+%28MCB+UP%29
365,Web of Science,Estimating the Quality of Articles in Russian Wikipedia Using the Logical-Linguistic Model of Fact Extraction,"Khairova, N; Lewoniewski, W; Wecel, K",2017,Conference,"20th International Conference on Business Information Systems (BIS) , pp.28-40",8,https://www.webofscience.com/wos/woscc/full-record/WOS:000452527700003,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIConfProc&SrcApp=WOS&KeyAID=10.1007%2F978-3-319-59336-4_3&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=BUSINESS+INFORMATION+SYSTEMS+%28BIS+2017%29&DestDOIRegistrantName=Springer-Verlag
366,Web of Science,A deep learning-based quality assessment model of collaboratively edited documents: A case study of Wikipedia,"Wang, P; Li, XD; Wu, RL",2021,Journal,"JOURNAL OF INFORMATION SCIENCE (2) , pp.176-191",2,https://www.webofscience.com/wos/woscc/full-record/WOS:000489377400001,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIArticle&SrcApp=WOS&KeyAID=10.1177%2F0165551519877646&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=JOURNAL+OF+INFORMATION+SCIENCE&DestDOIRegistrantName=SAGE+Publications
367,Web of Science,Social-collaborative determinants of content quality in online knowledge production systems: comparing Wikipedia and Stack Overflow,"Matei, SA; Abu Jabal, A; Bertino, E",2018,unknown,SOCIAL NETWORK ANALYSIS AND MINING (1),6,https://www.webofscience.com/wos/woscc/full-record/WOS:000432533400001,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DOISource&SrcApp=WOS&KeyAID=10.1007%2Fs13278-018-0512-3&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=SOCIAL+NETWORK+ANALYSIS+AND+MINING&DestDOIRegistrantName=Springer-Verlag
368,Web of Science,Equal opportunities in the access to quality online health information? A multi-lingual study on Wikipedia,"Couto, L; Lopes, CT",2021,Conference,17th International Symposium on Open Collaboration (OpenSym) ,0,https://www.webofscience.com/wos/woscc/full-record/WOS:000771787400013,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DOISource&SrcApp=WOS&KeyAID=10.1145%2F3479986.3480000&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=PROCEEDINGS+OF+THE+17TH+INTERNATIONAL+SYMPOSIUM+ON+OPEN+COLLABORATION+%28OPENSYM%29&DestDOIRegistrantName=Association+for+Computing+Machinery
369,Web of Science,Contributing to question of the quality of Wikipedia and the possibilities of its use in the classroom,"Klajban, M",2011,Conference,"7th Annual Conference on the Electronic Support of Learning , pp.87-92",0,https://www.webofscience.com/wos/woscc/full-record/WOS:000379490300011,N/A
370,Web of Science,The Wikipedia Medical Student: Comparing the Quality of Vascular Surgery Topics Across Two Commonly Used Educational Resources,"Jetty, P; Yacob, MM; Lotfi, S",2014,Journal,"JOURNAL OF VASCULAR SURGERY (5) , pp.1404-1404",1,https://www.webofscience.com/wos/woscc/full-record/WOS:000344521100064,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DOISource&SrcApp=WOS&KeyAID=10.1016%2Fj.jvs.2014.08.030&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=JOURNAL+OF+VASCULAR+SURGERY&DestDOIRegistrantName=Elsevier
371,Web of Science,How to Inspect and Measure Data Quality about Scientific Publications: Use Case of Wikipedia and CRIS Databases,"Azeroual, O; Lewoniewski, W",2020,unknown,ALGORITHMS (5),2,https://www.webofscience.com/wos/woscc/full-record/WOS:000568115000006,https://www.webofscience.com/api/gateway?GWVersion=2&SrcAuth=DynamicDOIArticle&SrcApp=WOS&KeyAID=10.3390%2Fa13050107&DestApp=DOI&SrcAppSID=EUW1ED0BBAhMfPYMxmX9HYvCM2x4c&SrcJTitle=ALGORITHMS&DestDOIRegistrantName=MDPI+AG
