Id,Title,Databases,Year,Authors,Publication Type,Published In,Publisher,Address,Refs.,Cits.,Abstract,Keywords,PDF,URL,"Q1 [0, 3]","Q2 [0, 3]","Q3 [0, 3]","Q4 [0, 1]","Total [0, 10]",Backward Tracked,Forward Tracked
119,Assessing Information Quality of Wikipedia Articles through Google’s E-A-T Model,"Google Scholar, Web of Science",2022,Chinthani Sugandhika; Supunmali Ahangama,Journal,"IEEE Access, vol. 10, pp. 52196-52209",N/A,N/A,73,1,"Along with the emergence of Web 2.0, User Generated Content (UGC) is becoming increasingly important for knowledge sharing. Wikipedia being the world’s largest-ever community-based collaborative encyclopedia, is also one of the biggest UGC databases in the world. Wikipedia is dealing with a significant problem of Information Quality (IQ) because of its open-source and collaborative nature. When carrying out attacks such as link spamming, malicious users take advantage of Wikipedia’s popularity on the World Wide Web (WWW). As a result, Wikipedia is generally not recommended for academic-related work. There are, however, some articles that are both rich in information and quality. Existing approaches for assessing Wikipedia’s IQ involve statistical models and machine learning algorithms; however, the existing models do not produce satisfactory results. In this study, a novel theoretical model based on Google’s E-A-T framework is introduced to assess Wikipedia’s IQ. The model comprises three IQ constructs Expertise, Authority and Trustworthiness. Based on the empirical findings and study results, a set of IQ dimensions that influence the above three IQ constructs, as well as 45 IQ attributes to measure the IQ dimensions, were identified. The IQ attributes were automatically and inexpensively extracted from the content and meta-data statistics of Wikipedia articles using a Selenium 3.14 web automation script. A sample of 2000 articles comprising 1000 Featured Articles (FA) and 1000 non-FA articles from six WikiProjects was used for the data analysis. The proposed model was compared with three previously published models in terms of classification and clustering accuracy. It received classification and clustering accuracies of 95% and 93% respectively, which is a drastic improvement over the existing models. Furthermore, an average inter-rater agreement of 84% was observed. Thus, the proposed model’s effectiveness is fairly validated by this extensive experiment. This study contributes to the related knowledge area by introducing a novel framework to assess Wikipedia articles’ IQ.",Authority; Expertise; Google’s E-A-T; Hybrid approach; Information quality; Web 2.0; Wikipedia; Trustworthiness,https://ieeexplore.ieee.org/ielx7/6287639/6514899/09770051.pdf,https://ieeexplore.ieee.org/document/9770051,3,2,1,0,6,Yes,Yes
122,Measuring Quality of Wikipedia Articles by Feature Fusion‐based Stack Learning,Google Scholar,2021,Jingrui Hou; Jiangnan Li; Ping Wang,Conference,"ASIST '21: Association for Information Science and Technology, vol. 58(1), pp. 206-217",Association for Information Science & Technology,"Silver Spring, Maryland",62,1,"Online open-source knowledge repository such as Wikipedia has become an increasingly important source for users to access knowledge. However, due to its large volume, it is challenging to evaluate Wikipedia article quality manually. To fill this gap, we propose a novel approach named “feature fusion-based stack learning” to assess the quality of Wikipedia articles. Pre-trained language models including BERT (Bidirectional Encoder Representations from Transformers) and ELMo (Embeddings from Language Models) are applied to extract semantic information in Wikipedia content. The feature fusion framework consisting of semantic and statistical features is built and fed into an out-of-sample (OOS) stacking model, which includes both machine learning and deep learning models. We compare the performance of proposed model with some existing models with different metrics extensively, and conduct ablation studies to prove the effectiveness of our framework and OOS stacking. Generally, the experiment shows that our method is much better than state-of-the-art models.",Wikipedia article quality assessment; language representation model; deep ensemble learning,N/A,https://asistdl.onlinelibrary.wiley.com/doi/10.1002/pra2.449,3,3,2,0,8,Yes,Yes
125,"How do metrics of link analysis correlate to quality, relevance and popularity in wikipedia?","ACM, Google Scholar",2013,Raíza Hanada; Marco Cristo; Maria da Graça Campos Pimentel,Conference,"WebMedia '13: Brazilian Symposium on Multimedia and the Web, pp. 105-112",Association for Computing Machinery,"New York City, United States",15,9,"Many links between Web pages can be viewed as indicative of the quality and importance of the pages they pointed to. Accordingly, several studies have proposed metrics based on links to infer web page content quality. However, as far as we know, the only work that has examined the correlation between such metrics and content quality consisted of a limited study that left many open questions. In spite of these metrics having been shown successful in the task of ranking pages which were provided as answers to queries submitted to search engines, it is not possible to determine the specific contribution of factors such as quality, popularity, and importance to the results. This difficulty is partially due to the fact that such information is hard to obtain for Web pages in general. Unlike ordinary Web pages, the quality, importance and popularity of Wikipedia articles are evaluated by human experts or might be easily estimated. Thus, it is feasible to verify the relation between link analysis metrics and such factors in Wikipedia articles, our goal in this work. To accomplish that, we implemented several link analysis algorithms and compared their resulting rankings with the ones created by human evaluators regarding factors such as quality, popularity and importance. We found that the metrics are more correlated to quality and popularity than to importance, and the correlation is moderate.",Link Analysis; Wikipedia; Quality of Content,https://dl.acm.org/doi/pdf/10.1145/2526188.2526198,https://dl.acm.org/doi/10.1145/2526188.2526198,1,0,1,1,3,No,No
127,"On the Relation of Edit Behavior, Link Structure, and Article Quality on Wikipedia","Google Scholar, Web of Science",2019,Thorsten Ruprechter; Tiago Santos; Denis Helic,Conference,"COMPLEX NETWORKS '19: International Workshop on Complex Networks & Their Applications, pp. 242-254",Springer,"Cham, Switzerland",36,3,"When editing articles on Wikipedia, arguments between editors frequently occur. These conflicts occasionally lead to destructive behavior and diminish article quality. Currently, the relation between editing behavior, link structure, and article quality is not well-understood in our community, notwithstanding that this relation may facilitate editing processes and article quality on Wikipedia. To shed light on this complex relation, we classify edits for 13,045 articles and perform an in-depth analysis of a 4,800 article subsample. Additionally, we build a network of wikilinks (internal Wikipedia hyperlinks) between articles. Using this data, we compute parsimonious metrics to quantify editing and linking behavior. Our analysis unveils that controversial articles differ considerably from others for almost all metrics, while slight trends are also detectable for higher-quality articles. With our work, we assist online collaboration communities, especially Wikipedia, in long-term improvement of article quality by identifying deviant behavior via simple sequence-based edit and network-based article metrics. ",Wikipedia; Edit behavior; Link structure; Article quality; Edit wars; Semantic edit types; Multi-label classification; Network analysis,https://link.springer.com/content/pdf/10.1007/978-3-030-36683-4_20.pdf,https://link.springer.com/chapter/10.1007/978-3-030-36683-4_20,1,0,1,0,2,No,No
128,A Psycho-Lexical Approach to the Assessment of Information Quality on Wikipedia,"Google Scholar, Web of Science",2015,Qi Su; Pengyuan Liu,Conference,"WI-IAT '15: IEEE/WIC/ACM International Conference on Web Intelligence and Intelligent Agent Technology, vol. 3, pp. 184-187",Institute of Electrical and Electronic Engineers,"New York City, United States",18,6,"The great popularity of Wikipedia makes it one of the dominant knowledge source around the World. However, since one of the core principles of Wikipedia is being open for anyone to maintain it, Wikipedia cannot fully ensure the reliability of its articles, and thus sometimes suffered criticism for containing low-quality information. It is therefore essential to assess the quality of Wikipedia articles automatically. In this paper we describe how we approach that problem by using a psycho-lexical resource, i.e., the Language Inquiry and Word Count (LIWC) dictionary. By training a classifier on different LIWC categories, we discuss the implications of each category for Wikipedia quality assessment.",Wikipedia; LIWC; Information Quality; User-generated Content,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7397452,https://ieeexplore.ieee.org/document/7397452,2,1,1,0,4,Yes,Yes
130,Thai Wikipedia article quality filtering algorithm,Google Scholar,2017,Nuanwan Soonthornphisaj; Peerapoom Paengporn,Conference,"IMECS '17: International MultiConference of Engineers and Computer Scientists, vol. 1",International Association of Engineers,"Hong Kong, China",14,4,"Wikipedia is a content creation system that uses open collaboration as a strategy to drive the variety of topic coverage. There are approximately 100,000 Thai articles in Wikipedia. We found that the quality of content is the big issue since there are only 240 articles that has been labeled as featured articles whereas the rest of Thai articles are unlabeled. The website is ranked number 12 in term of user access in Thailand. That infers the use of their content in many academic documents and it would affect Thai educational quality in the long term. This paper present a good quality article filtering framework using decision tree algorithm. We propose new feature set obtained from a variety of references found in Wikipedia articles. The feature sets are applied in the machine learning algorithm in order to get the classifier with the knowledge concept of high and low quality articles. The performance of filtering algorithm on unlabeled articles is evaluated by real users to validate the performance of the system. ",Thai Wikipedia article; decision tree; feature set,https://www.iaeng.org/publication/IMECS2017/IMECS2017_pp299-305.pdf,https://www.iaeng.org/publication/IMECS2017/IMECS2017_pp299-305.pdf,2,1,1,1,5,Yes,Yes
131,Assessing the Quality of Wikipedia Pages Using Edit Longevity and Contributor Centrality,Google Scholar,2012,Xiangju Qin; Pádraig Cunningham,Other,arXiv: 1206.2517,N/A,N/A,20,8,"In this paper we address the challenge of assessing the quality of Wikipedia pages using scores derived from edit contribution and con- tributor authoritativeness measures. The hypothesis is that pages with significant contributions from authoritative contributors are likely to be high-quality pages. Contributions are quantified using edit longevity measures and contributor authoritativeness is scored using centrality metrics in either the Wikipedia talk or co-author networks. The results suggest that it is useful to take into account the contributor authori- tativeness when assessing the information quality of Wikipedia content. The percentile visualization of the quality scores provides some insights about the anomalous articles, and can be used to help Wikipedia editors to identify Start and Stub articles that are of relatively good quality.",N/A,https://arxiv.org/pdf/1206.2517.pdf,https://arxiv.org/abs/1206.2517,1,0,1,0,2,No,No
132,Towards Information Quality Assurance in Spanish: Wikipedia,"Google Scholar, Web of Science",2017,Edgardo Ferretti; Matías Soria; Sebastián Pérez Casseignau; Lian Pohn; Guido Urquiza; Sergio Alejandro Gómez; Marcelo Errecalde,Journal,"Journal of Computer Science and Technology (JCS&T, Argentina), vol. 17(1), pp. 29-36",N/A,N/A,23,6,"Featured Articles (FA) are considered to be the best articles that Wikipedia has to offer and in the last years, researchers have found interesting to analyze whether and how they can be distinguished from “ordinary” articles. Likewise, identifying what issues have to be enhanced or fixed in ordinary articles in order to improve their quality is a recent key research trend. Most of the approaches developed to face these information quality problems have been proposed for the English Wikipedia. However, few efforts have been accomplished in Spanish Wikipedia, despite being Spanish, one of the most spoken languages in the world by native speakers. In this respect, we present a breakdown of Spanish Wikipedia’s quality flaw structure. Besides, we carry out studies with three different corpora to automatically assess information quality in Spanish Wikipedia, where FA identification is evaluated as a binary classification task. Our evaluation on a unified setting allows to compare with the English version, the performance achieved by our approach on the Spanish version. The best results obtained show that FA identification in Spanish, can be performed with an F1 score of 0.88 using a document model consisting of only twenty six features and Support Vector Machine as classification algorithm.",Featured Article Identification; Information Quality; Quality Flaws Prediction; Wikipedia,https://host170.sedici.unlp.edu.ar/server/api/core/bitstreams/6908402f-f564-4313-aa26-a121a593a2a6/content,https://www.semanticscholar.org/paper/8cba1878de84959de7a5401c9181819ee9bdf205,2,1,2,1,6,Yes,Yes
133,Effects of Implicit Positive Ratings for Quality Assessment of Wikipedia Articles,Google Scholar,2013,Yu Suzuki,Journal,"Journal of Information Processing, vol. 21(2), pp. 342-348",N/A,N/A,21,10,"In this paper, we propose a method to identify high-quality Wikipedia articles by using implicit positive ratings. One of the major approaches for assessing Wikipedia articles is a text survival ratio based approach. In this approach, when a text survives beyond multiple edits, the text is assessed as high quality. However, the problem is that many low quality articles are misjudged as high quality, because every editor does not always read the whole article. If there is a low quality text at the bottom of a long article, and the text has not seen by the other editors, then the text survives beyond many edits, and the text is assessed as high quality. To solve this problem, we use a section and a paragraph as a unit instead of a whole page. In our method, if an editor edits an article, the system considers that the editor gives positive ratings to the section or the paragraph that the editor edits. From experimental evaluation, we confirmed that the proposed method could improve the accuracy of quality values for articles.",wikipedia; reputation; quality; edit history,https://www.jstage.jst.go.jp/article/ipsjjip/21/2/21_342/_pdf,https://www.jstage.jst.go.jp/article/ipsjjip/21/2/21_342/_article,2,0,1,1,4,Yes,Yes
136,Assessing the Quality of Wikipedia Articles,"ACM, Google Scholar",2021,Quang-Vinh Dang,Conference,"ICMLSC '21: International Conference on Machine Learning and Soft Computing, pp. 1-4",Association for Computing Machinery,"New York City, United States",35,0,"Wikipedia is a very important information reference source for the Internet users. Due to the fact that the content of Wikipedia is the collaborative result from a massive number of participants all over the world, the quality of Wikipedia might be questionable. Over the last decade, many research works are dedicated to solve the issue of Wikipedia quality. In this paper, we present our latest research in determining the quality of Wikipedia articles. The evaluation on the real-world dataset shows that our method outperforms other baseline methods proposed recently.",Wikipedia; machine learning; quality assessment,https://dl.acm.org/doi/pdf/10.1145/3453800.3453801,https://dl.acm.org/doi/10.1145/3453800.3453801,2,1,1,0,4,Yes,Yes
139,Using Morphological and Semantic Features for the Quality Assessment of Russian Wikipedia,"Google Scholar, Web of Science",2017,Włodzimierz Lewoniewski; Nina Khairova; Krzysztof Węcel; Nataliia Stratiienko; Witold Abramowicz,Conference,"ICIST '17: International Conference on Information and Software Technologies, pp. 550-560",Springer,"Cham, Switzerland",18,4,"Nowadays, the assessment of the quality and credibility of Wikipedia articles becomes increasingly important. We propose to use morphological and semantic features to estimate the quality of Wikipedia articles in Russian language. We distinguished over 150 linguistic features and divided them into four groups. In these groups, we considered the features of encyclopedic style, readability and subjectivism of the article’s text. Based on Random Forest as a classification algorithm, we show the most importance linguistic features that affect the quality of Russian Wikipedia articles. We compare the classification results of our four linguistic features groups separately. We have achieved the F-measure of 89,75%.",Quality assessment of texts; Morphological and semantics; features; Russian Wikipedia articles; Random forests classification; Encyclopedic; Readability; Subjectivism,https://link.springer.com/content/pdf/10.1007/978-3-319-67642-5_46.pdf,https://link.springer.com/chapter/10.1007/978-3-319-67642-5_46,2,1,0,1,4,Yes,Yes
142,Quality Assessment of Peer-Produced Content in Knowledge Repositories Using Big Data and Social Networks: The Case of Implicit Collaboration in Wikipedia,"ACM, Google Scholar, Web of Science",2019,Srikar Velichety,Journal,"ACM SIGMIS Database: The DATABASE for Advances in Information Systems, vol. 50(4), pp. 28-51",N/A,N/A,84,3,"This research provides a method for quality assessment of peer-produced content in knowledge repositories using a complementary view of collaboration. Using the definition of collaboration as the action of working with someone to produce something, we identify the aspects of collaboration that the present research on online communities does not consider. To this end, we introduce and define the concept of implicit collaboration and then identify two dimensions and four possible areas of collaboration. In each area, we identify the relevant social network that captures collaboration. Using customized measures on each of the networks that capture various aspects of collaboration, we quantify the utility of implicit collaboration in assessing article quality. Experiments conducted on the complete population of graded English language Wikipedia articles show that all the identified measures improve the predictive accuracy of the existing models by 11.89 percent while improving the class-wise precision by 9-18 percent and the class-wise recall by 5-26 percent. We also find that our method complements the existing quality assessment approaches well. Our research has implications for developing automated quality assessment methods for peer-produced content using big data and social networks.",Implicit Collaboration; Wikipedia; Social Networks; Edits; Discussions,https://dl.acm.org/doi/pdf/10.1145/3371041.3371045,https://dl.acm.org/doi/10.1145/3371041.3371045,2,2,1,0,5,Yes,Yes
145,Equal opportunities in the access to quality online health information? A multi-lingual study on Wikipedia,"ACM, Google Scholar, Web of Science",2021,Luis Couto; Carla Teixeira Lopes,Conference,"OpenSym '21: International Symposium on Open Collaboration, no. 13, pp. 1-13",Association for Computing Machinery,"New York City, United States",45,0,"Wikipedia is a free, multilingual, and collaborative online encyclopedia. Nowadays, it is one of the largest sources of online knowledge, often appearing at the top of the results of the major search engines, being one of the most sought-after resources by the public searching for health information. The collaborative nature of Wikipedia raises security concerns since this information is used for decision-making, especially in the health area. Despite being available in hundreds of idioms, there are asymmetries between idioms, namely regarding their quality. In this work, we compare the quality of health information on Wikipedia between idioms with 100 million native speakers or more, and also in Greek, Italian, Korean, Turkish, Persian, Catalan and Hebrew, for historical tradition. Quality metrics are applied to health and medical articles in English, maintained by WikiProject Medicine, and their versions in the above idioms. With this, we contribute to a clarification of the role of Wikipedia in the access to health information. We demonstrate differences in both the quantity and quality of information available between idioms. English is the idiom with the highest quality in general. Urdu, Greek, Indonesian, and Hindi achieved lower values of quality.",Information Quality; Wikipedia; Health information; Multilingual information access,https://dl.acm.org/doi/pdf/10.1145/3479986.3480000,https://dl.acm.org/doi/10.1145/3479986.3480000,2,0,1,1,4,Yes,Yes
147,Predicting Information Quality Flaws in Wikipedia by Using Classical and Deep Learning Approaches,Google Scholar,2019,Gerónimo Bazán Pereyra; Carolina Cuello; Gianfranco Capodici; Vanessa Jofré; Edgardo Ferretti; Rodolfo Bonnin; Marcelo Errecalde,Conference,"CACIC '19: Argentine Congress of Computer Science, pp. 3-18",Springer,"Cham, Switzerland",35,3,"Quality flaws prediction in Wikipedia is an ongoing research trend. In particular, in this work we tackle the problem of automatically predicting five out of the ten most frequent quality flaws; namely: No footnotes, Notability, Primary Sources, Refimprove and Wikify. Different classical and deep learning state-of-the-art approaches were studied. From among the evaluated approaches, some of them always reach or improve the existing benchmarks on the test corpus from the 1st International Competition on Quality Flaw Prediction in Wikipedia; a well-known uniform evaluation corpus from this research field. Particularly, the results showed that under-bagged decision trees with different aggregation rules perform best improving the existing benchmarks for four out the five flaws.",Wikipedia; Information Quality; Quality Flaws Prediction; Deep Learning,https://link.springer.com/content/pdf/10.1007/978-3-030-48325-8_1,https://link.springer.com/chapter/10.1007/978-3-030-48325-8_1,2,2,3,0,7,Yes,Yes
148,Quality assessment of Arabic web content: The case of the Arabic Wikipedia,"Google Scholar, Web of Science",2014,Adnan Yahya; Ali Salhi,Conference,"IIT '14: International Conference on Innovations in Information Technology, pp. 36-41",Institute of Electrical and Electronic Engineers,"New York City, United States",16,3,"With the huge size and large diversity of Arabic web content, machine assessment of document quality acquires added importance. Users are in dire need for quality rating of the material returned in response to their queries. The Wikipedia, with its large metadata, has been a topic of extensive research on document quality assessment. Criteria used include text properties and style parameters, contributor and edit characteristics and multimedia components. In this paper we report on our ongoing work to adapt existing document assessment approaches to Arabic content with concentration on the Arabic Wikipedia and present some of the results. We also try to augment that with features specific to Arabic as well as parameters like author expertise and social media presence. One of our goals is an aggregate measure integrating many of the features into a single document quality index. We plan to use Wikipedia article quality assessment results to train general content assessment methods that can be applied to general content that lacks major Wikipedia features.",Document Quality Assessment; Arabic Wikipedia; Web Content Quality; Quality Assessment Parameters,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6987558,https://ieeexplore.ieee.org/document/6987558,2,0,2,1,5,Yes,Yes
149,Determining Quality of Articles in Polish Wikipedia Based on Linguistic Features,"Google Scholar, Web of Science",2018,Włodzimierz Lewoniewski; Krzysztof Węcel; Witold Abramowicz,Conference,"ICIST '18: International Conference on Information and Software Technologies, pp. 546-558",Springer,"Cham, Switzerland",31,3,"Wikipedia is the most popular and the largest user-generated source of knowledge on the Web. Quality of the information in this encyclopedia is often questioned. Therefore, Wikipedians have developed an award system for high quality articles, which follows the specific style guidelines. Nevertheless, more than 1.2 million articles in Polish Wikipedia are unassessed. This paper considers over 100 linguistic features to determine the quality of Wikipedia articles in Polish language. We evaluate our models on 500 000 articles of Polish Wikipedia. Additionally, we discuss the importance of linguistic features for quality prediction.",Wikipedia; NLP; Data Quality; Quality Assessment Random Forest ; Polish; Linguistic Features; Linguistics Data Mining,https://link.springer.com/content/pdf/10.1007/978-3-319-99972-2_45,https://link.springer.com/chapter/10.1007/978-3-319-99972-2_45,2,1,1,1,5,Yes,Yes
150,Quality Classification of ASEAN Wikipedia Articles using Statistical Features,"Google Scholar, Web of Science",2018,Kanchana Saengthongpattana; Thepchai Supnithi; Nuanwan Soonthornphisaj,Conference,"iSAI-NLP '18: International Joint Symposium on Artificial Intelligence and Natural Language Processing, pp. 1-6",Institute of Electrical and Electronic Engineers,"New York City, United States",12,3,"The quality of Wikipedia articles is still the main concerned in all languages. Wikipedia relies mostly on human editors and administrators to provide the quality of content. But the magnitude of Wikipedia content makes locating all instances of article very time consuming. Therefore, we need the automatic quality detection that can help users to evaluate the quality of articles. In this paper, we propose the feature set to applied for the ASEAN language Wikipedia articles. We investigate the statistical features such as # of link, # of infobox, length of article, # of headings, # of files, # of contributors, # of viewer, # of written articles found in other languages, and # of templates applied in the article. The experiments are perform using Naïve Bayes and Decision tree algorithm. We found that the accuracy of Decision tree (96.34%) outperform Naïve Bayes (86.47%). Moreover, we found that the statistical features play an important role in quality classification of Vietnamese, Indonesian, Malaysian, Thai, and Tagalog/Philippines Wikipedia articles.",Quality of articles; Southeast Asian languages Wikipedia; Naïve Bayes; Decision tree; Statistical feature,https://ieeexplore.ieee.org/stampPDF/getPDF.jsp?tp=&arnumber=8692954&ref=,https://ieeexplore.ieee.org/document/8692954/,2,1,1,1,5,Yes,Yes
155,Cumulative Experience and Recent Behavior and their Relation to Content Quality on Wikipedia,"Google Scholar, Web of Science",2017,Michail Tsikerdekis,Journal,"Interacting with Computers, vol. 29(5), pp. 737-754",N/A,N/A,64,1,"Cumulative experience is often seen as a major factor for influencing content quality in collaborative projects such as Wikipedia. However, past studies often utilize cumulative experience based on the quantity of work rather than quality and context. Moreover, the perspective on cumulative experience assumes a final destination for user behavior, whereas much of the literature indicates that user behavior changes over time. This paper aims to address these two factors by providing better descriptions and context to determine their effect on content quality. The study rematerialized these factors based on the quality of work and built a comprehensive model of how article quality materializes through groups of users. Regression models in this study indicate that recent behavior is a more powerful predictor of content quality change than cumulative experience. The implications of the findings impact the design of task-routing systems as well as designers and group managers’ work in collaborative projects.",collaborative and social computing; computer supported cooperative work; blogs; wikis and similar,https://academic.oup.com/iwc/article/29/5/737/3885842,https://academic.oup.com/iwc/article/29/5/737/3885842,1,0,1,0,2,No,No
157,On Quality Assesement in Wikipedia Articles Based on Markov Random Fields,"Google Scholar, Web of Science",2017,Rajmund Kleminski; Tomasz Kajdanowicz; Roman Bartusiak; Przemyslaw Kazienko,Conference,"ACIIDS '17: Asian Conference on Intelligent Information and Database Systems, pp. 782-791",Springer,"Cham, Switzerland",13,2,"This article investigates the possibility of accurate quality prediction of resources generated by communities based on the crowd-generated content. We use data from Wikipedia, the prime example of community-run site, as our object of study. We define the quality as a distribution of user-assigned grades across a predefined range of possible scores and present a measure of distribution similarity to quantify the accuracy of a prediction. The proposed method of quality prediction is based on Markov Random Field and its Loopy Belief Propagation implementation. Based on our results, we highlight key problems in the approach as presented, as well as trade-offs caused by relying solely on network structure and characteristics, excluding metadata. The overall results of content quality prediction are promising in homophilic networks.",Wikipedia; Quality prediction; Iterative classification,https://link.springer.com/content/pdf/10.1007/978-3-319-54472-4_73,https://link.springer.com/chapter/10.1007/978-3-319-54472-4_73,1,0,1,0,2,No,No
159,Assessing Quality Values of Wikipedia Articles Using Implicit Positive and Negative Ratings,Google Scholar,2012,Yu Suzuki,Conference,"WAIM '12: International Conference on Web-Age Information Management, pp. 127-138",Springer,"Berlin, Heidelberg",10,3,"In this paper, we propose a method to identify high-quality Wikipedia articles by mutually evaluating editors and text using implicit positive and negative ratings. One of major approaches for assessing Wikipedia articles is a text survival ratio based approach. However, the problem of this approach is that many low quality articles are misjudged as high quality, because of two issues. This is because, every editor does not always read the whole articles. Therefore, if there is a low quality text at the bottom of a long article, and the text have not seen by the other editors, then the text survives beyond many edits, and the survival ratio of the text is high. To solve this problem, we use a section or a paragraph as a unit of remaining instead of a whole page. This means that if an editor edits an article, the system treats that the editor gives positive ratings to the section or the paragraph that the editor edits. This is because, we believe that if editors edit articles, the editors may not read the whole page, but the editors should read the whole sections or paragraphs, and delete low-quality texts. From experimental evaluation, we confirmed that the proposed method could improve the accuracy of quality values for articles. ",Wikipedia; Edit History; Quality; Reputation,https://link.springer.com/content/pdf/10.1007/978-3-642-32281-5_13,https://link.springer.com/chapter/10.1007/978-3-642-32281-5_13,2,0,1,1,4,Yes,Yes
160,On the Assessment of Information Quality in Spanish Wikipedia,Google Scholar,2016,Guido Urquiza; Matías Soria; Sebastián Pérez Casseignau; Edgardo Ferretti; Sergio Alejandro Gómez; Marcelo Errecalde,Conference,"CACIC '19: Argentine Congress of Computer Science, pp. 702-711",National University of La Plata,"La Plata, Argentina",21,2,"Featured Articles (FA) are considered to be the best articles that Wikipedia has to offer and in the last years, researchers have found interesting to analyze whether and how they can be distinguished from “ordinary” articles. Likewise, identifying what issues have to be enhanced or fixed in ordinary articles in order to improve their quality is a recent key research trend. Most of the approaches developed in these research trends have been proposed for the English Wikipedia. However, few efforts have been accomplished in Spanish Wikipedia, despite being Spanish, one of the most spoken languages in the world by native speakers. In this respect, we present a first breakdown of Spanish Wikipedia’s quality flaw structure. Besides, we carry out a study to automatically assess information quality in Spanish Wikipedia, where FA identification is evaluated as a binary classification task. The results obtained show that FA identification can be performed with an F1 score of 0.81, using a document model consisting of only twenty six features and AdaBoosted C4.5 decision trees as classification algorithm.",Wikipedia; Information Quality; Featured Article Identification; Quality Flaws Prediction,http://sedici.unlp.edu.ar/bitstream/handle/10915/56750/Documento_completo.pdf-PDFA.pdf?isAllowed=y&sequence=1,http://sedici.unlp.edu.ar/handle/10915/56750,2,1,2,1,6,Yes,Yes
161,Assessing the quality of health-related Wikipedia articles with generic and specific metrics,"ACM, Google Scholar, Web of Science",2021,Luis Couto; Carla Teixeira Lopes,Conference,"WWW '21: The Web Conference, pp. 640-647",Association for Computing Machinery,"New York City, United States",31,1,"Wikipedia is an online, free, multi-language, and collaborative encyclopedia, currently one of the most significant information sources on the web. The open nature of Wikipedia contributions raises concerns about the quality of its information. Previous studies have addressed this issue using manual evaluations and proposing generic measures for quality assessment. In this work, we focus on the quality of health-related content. For this purpose, we use general and health-specific features from Wikipedia articles to propose health-specific metrics. We evaluate these metrics using a set of Wikipedia articles previously assessed by WikiProject Medicine. We conclude that it is possible to combine generic and specific metrics to determine health-related content’s information quality. These metrics are computed automatically and can be used by curators to identify quality issues. Along with the explored features, these metrics can also be used in approaches that automatically classify the quality of Wikipedia health-related articles.",Information Quality; Wikipedia; Health-related Content,https://dl.acm.org/doi/pdf/10.1145/3442442.3452355,https://dl.acm.org/doi/10.1145/3442442.3452355,2,0,2,0,4,Yes,Yes
162,Ontology-Based Classifiers for Wikipedia Article Quality Classification,Google Scholar,2017,Kanchana Saengthongpattana; Thepchai Supnithi; Nuanwan Soonthornphisaj,Conference,"iSAI-NLP '17: International Joint Symposium on Artificial Intelligence and Natural Language Processing, pp. 68-81",Springer,"Cham, Switzerland",28,2,Quality of Wikipedia article is the main issues that need to be solved. This research proposes the ontology-based classification framework that considers the quality of article in term of its comprehensive content which is one of the properties for featured and good articles in Thai Wikipedia. We create concepts or main ideas of articles in three domains using ontology as a knowledge representation. Knowledge based are created using OAM tool that do data mapping and classify the quality of articles via set of rules. We have investigated the ontology approach which combined Naive Bayes classifier and found that the precision of our proposed method outperform traditional Naive Bayes for two times.,Ontology; Thai Wikipedia; Concept feature; Naïve Bayes Classifier,https://link.springer.com/content/pdf/10.1007/978-3-319-94703-7_7,https://link.springer.com/chapter/10.1007/978-3-319-94703-7_7,2,1,0,1,4,Yes,Yes
169,Assessing the Quality of Thai Wikipedia Articles Using Concept and Statistical Features,"Google Scholar, Web of Science",2014,Kanchana Saengthongpattana; Nuanwan Soonthornphisaj,Conference,"WorldCIST '14: World Conference on Information Systems and Technologies, pp. 513-523 ",Springer,"Cham, Switzerland",12,3,"The quality evaluation of Thai Wikipedia articles relies on user consideration. There are increasing numbers of articles every day therefore the automatic evaluation method is needed for user. Components of Wikipedia articles such as headers, pictures, references, and links are useful to indicate the quality of articles. However readers need complete content to cover all of concepts in that article. The concept features are investigated in this work. The aim of this research is to classify Thai Wikipedia articles into two classes namely high-quality and low-quality class. Three article domains (Biography, Animal, and Place) are testes with decision tree and Naive Bayes. We found that Naive Bayes gets high TP Rate compared to decision tree in every domain. Moreover, we found that the concept feature plays an important role in quality classification of Thai Wikipedia articles. ",Quality of Thai Wikipedia articles; Naïve Bayes; Decision tree; Concept feature; Statistical feature,https://link.springer.com/content/pdf/10.1007/978-3-319-05951-8_49,https://link.springer.com/chapter/10.1007/978-3-319-05951-8_49,2,1,1,1,5,Yes,Yes
