id,databases,title,abstract,authors,year,publication_type,published_in,num_references,num_citations,url,doi,pdf
88,"ACM, Google Scholar",The role of conflict in determining consensus on quality in Wikipedia articles,"This paper presents research that investigated the role of conflict in the editorial process of the online encyclopedia, Wikipedia. The study used a grounded approach to analyzing 147 conversations about quality from the archived history of the Wikipedia article Australia. It found that conflict in Wikipedia is a generative friction, regulated by references to policy as part of a coordinated effort within the community to improve the quality of articles.",Kim Osman,2013,Conference,Proceedings of the 9th International Symposium on Open Collaboration,51,10,https://www.semanticscholar.org/paper/d7d82669f167bd609e3d593d0d0cc6743d58c8ef,10.1145/2491055.2491067,https://eprints.qut.edu.au/64185/1/Osman_WikiSym13_Theroleofconflict.pdf
89,"ACM, Google Scholar",Quality assessment of wikipedia articles: a deep learning approach by Quang Vinh Dang and Claudia-Lavinia Ignat with Martin Vesely as coordinator,"Wikipedia is indeed a very important knowledge sharing platform. However, since its start in 2001, the quality of Wikipedia is questioned because its content is created potentially by everyone who ...",DangQuang Vinh; IgnatClaudia-Lavinia,2016,Journal,"ACM Sigweb Newsletter, ",30,5,https://www.semanticscholar.org/paper/ce000225b8d092b4872ff49081238b73ba8185c5,10.1145/2996442.2996447,https://hal.archives-ouvertes.fr/hal-01393227/file/sigweb_newsletter_latex.pdf
90,"ACM, Google Scholar",Evaluating the trustworthiness of Wikipedia articles through quality and credibility,"Wikipedia has become a very popular destination for Web surfers seeking knowledge about a wide variety of subjects. While it contains many helpful articles with accurate information, it also consists of unreliable articles with inaccurate or incomplete information. A casual observer might not be able to differentiate between the good and the bad. In this work, we identify the necessity and challenges for trust assessment in Wikipedia, and propose a framework that can help address these challenges by identifying relevant features and providing empirical means to meet the requirements for such an evaluation. We select relevant variables and perform experiments to evaluate our approach. The results demonstrate promising performance that is better than comparable approaches and could possibly be replicated with other social media applications.",S. Moturu; Huan Liu,2009,Journal,N/A,9,18,https://www.semanticscholar.org/paper/76382864f6d33a8b33296fedadf7dc36be6cbb13,10.1145/1641309.1641349,
91,Google Scholar,The quality of content in open online collaboration platforms: approaches to NLP-supported information quality management in Wikipedia,"Over the past decade, the paradigm of the World Wide Web has shifted from static web pages towards participatory and collaborative content production. The main properties of this user generated content are a low publication threshold and little or no editorial control. While this has improved the variety and timeliness of the available information, it causes an even higher variance in quality than the already heterogeneous quality of traditional web content. Wikipedia is the prime example for a successful, large-scale, collaboratively created resource that reflects the spirit of the open collaborative content creation paradigm. Even though recent studies have confirmed that the overall quality of Wikipedia is high, there is still a wide gap that must be bridged before Wikipedia reaches the state of a reliable, citable source. A key prerequisite to reaching this goal is a quality management strategy that can cope both with the massive scale of Wikipedia and its open and almost anarchic nature. This includes an efficient communication platform for work coordination among the collaborators as well as techniques for monitoring quality problems across the encyclopedia. This dissertation shows how natural language processing approaches can be used to assist information quality management on a massive scale. In the first part of this thesis, we establish the theoretical foundations for our work. We first introduce the relatively new concept of open online collaboration with a particular focus on collaborative writing and proceed with a detailed discussion of Wikipedia and its role as an encyclopedia, a community, an online collaboration platform, and a knowledge resource for language technology applications. We then proceed with the three main contributions of this thesis. Even though there have been previous attempts to adapt existing information quality frameworks to Wikipedia, no quality model has yet incorporated writing quality as a central factor. Since Wikipedia is not only a repository of mere facts but rather consists of full text articles, the writing quality of these articles has to be taken into consideration when judging article quality. As the first main contribution of this thesis, we therefore define a comprehensive article quality model that aims to consolidate both the quality of writing and the quality criteria defined in multiple Wikipedia guidelines and policies into a single model. The model comprises 23 dimensions segmented into the four layers of intrinsic quality, contextual quality, writing quality and organizational quality. As a second main contribution, we present an approach for automatically identifying quality flaws in Wikipedia articles. Even though the general idea of quality detection has been introduced in previous work, we dissect the approach to find that the task is inherently prone to a topic bias which results in unrealistically high cross-validated evaluation results that do not reflect the classifier’s real performance on real world data. We solve this problem with a novel data sampling approach based on the full article revision history that is able to avoid this bias. It furthermore allows us not only to identify flawed articles but also to find reliable counterexamples that do not exhibit the respective quality flaws. For automatically detecting quality flaws in unseen articles, we present FlawFinder, a modular system for supervised text classification. We evaluate the system on a novel corpus of Wikipedia articles with neutrality and style flaws. The results confirm the initial hypothesis that the reliable classifiers tend to exhibit a lower cross-validated performance than the biased ones but the scores more closely resemble their actual performance in the wild. As a third main contribution, we present an approach for automatically segmenting and tagging the user contributions on article Talk pages to improve the work coordination among Wikipedians. These unstructured discussion pages are not easy to navigate and information is likely to get lost over time in the discussion archives. By automatically identifying the quality problems that have been discussed in the past and the solutions that have been proposed, we can help users to make informed decisions in the future. Our contribution in this area is threefold: (i) We describe a novel algorithm for segmenting the unstructured dialog on Wikipedia Talk pages using their revision history. In contrast to related work, which mainly relies on the rudimentary markup, this new algorithm can reliably extract meta data, such as the identity of a user, and is moreover able to handle discontinuous turns. (ii) We introduce a novel scheme for annotating the turns in article discussions with dialog act labels for capturing the coordination efforts of article improvement. The labels reflect the types of criticism discussed in a turn, for example missing information or inappropriate language, as well as any actions proposed for solving the quality problems. (iii) Based on this scheme, we created two automatically segmented and manually annotated discussion corpora extracted from the Simple English Wikipedia (SEWD) and the English Wikipedia (EWD). We evaluate how well text classification approaches can learn to assign the dialog act labels from our scheme to unseen discussion pages and achieve a cross-validated performance of F1 = 0.82 on the SEWD corpus while we obtain an average performance of F1 = 0.78 on the larger and more complex EWD corpus.",Oliver Ferschke,2014,Thesis,N/A,190,17,https://www.semanticscholar.org/paper/363f84266063148bddf8f76bba519d960e1f6981,,
92,"Google Scholar, Web of Science",A matter of words: NLP for quality evaluation of Wikipedia medical articles,,V. Cozza; M. Petrocchi; A. Spognardi,2016,Conference,"International Conference on Web Engineering, pp. 448-456",37,8,https://www.semanticscholar.org/paper/4724b3d392a48884c7463a2ba78668c7fddd4f3c,10.1007/978-3-319-38791-8_31,https://arxiv.org/pdf/1603.01987
94,"ACM, Google Scholar, Web of Science",Indicator of quality for environmental articles on Wikipedia at the higher education level,"Wikipedia is important in higher education because students and scholars often use it. Nevertheless, the issue of Wikipedia’s quality is an obstacle for its use at the higher education level. In order to contribute to this discussion, we have proposed ‘Verifiability by respected sources’ as an indicator for assessing the quality of Wikipedia articles at the higher education level and conducted an analysis of the most frequently visited articles in the category of Environment on Wikipedia. Results show that these articles contain many unreferenced statements, so their usage at the higher education level is problematic. Therefore, we also propose specific steps for relevant actors that could help to improve the quality of Wikipedia.",Eduard Petiška; B. Moldan,2019,Journal,"Journal of Information Science, 47, pp. 269 - 280",69,3,https://www.semanticscholar.org/paper/9df731914171c0dfb635f15e4e2ae245353d15fd,10.1177/0165551519888607,
95,"ACM, Google Scholar, Web of Science",Mining team characteristics to predict Wikipedia article quality,"In this study, we were interested in studying which characteristics of virtual teams are good predictors for the quality of their production. The experiment involved obtaining the Spanish Wikipedia database dump and applying different data mining techniques suitable for large data sets to label the whole set of articles according to their quality (comparing them with the Featured/Good Articles, or FA/GA). Then we created the attributes that describe the characteristics of the team who produced the articles and using decision tree methods, we obtained the most relevant characteristics of the teams that produced FA/GA. The team's maximum efficiency and the total length of contribution are the most important predictors. This article contributes to the literature on virtual team organization.",Grace Gimon Betancourt; Armando Segnine; Carlos Trabuco; Amira Rezgui; Nicolas Jullien,2016,Conference,Proceedings of the 12th International Symposium on Open Collaboration,46,8,https://www.semanticscholar.org/paper/cdc1216d54d10a3a6f8e742941010f5d83002940,10.1145/2957792.2971802,https://hal.archives-ouvertes.fr/hal-01354368/file/mining-team-characteristics%20vf.pdf
96,"Google Scholar, Web of Science",Estimating the Quality of Articles in Russian Wikipedia Using the Logical-Linguistic Model of Fact Extraction,,N. Khairova; Włodzimierz Lewoniewski; Krzysztof Węcel,2017,Conference,"Business Information Systems, pp. 28-40",24,10,https://www.semanticscholar.org/paper/1aa2271c2a5fe2f7c69556334c4cf8b6e008c0ef,10.1007/978-3-319-59336-4_3,
97,"ACM, Google Scholar","Quality Change: Norm or Exception? Measurement, Analysis and Detection of Quality Change in Wikipedia","Wikipedia has been turned into an immensely popular crowd-sourced encyclopedia for information dissemination on numerous versatile topics in the form of subscription free content. It allows anyone to contribute so that the articles remain comprehensive and updated. For enrichment of content without compromising standards, the Wikipedia community enumerates a detailed set of guidelines, which should be followed. Based on these, articles are categorized into several quality classes by the Wikipedia editors with increasing adherence to guidelines. This quality assessment task by editors is laborious as well as demands platform expertise. As a first objective, in this paper, we study evolution of a Wikipedia article with respect to such quality scales. Our results show novel non-intuitive patterns emerging from this exploration. As a second objective we attempt to develop an automated data driven approach for the detection of the early signals influencing the quality change of articles. We posit this as a change point detection problem whereby we represent an article as a time series of consecutive revisions and encode every revision by a set of intuitive features. Finally, various change point detection algorithms are used to efficiently and accurately detect the future change points. We also perform various ablation studies to understand which group of features are most effective in identifying the change points. To the best of our knowledge, this is the first work that rigorously explores English Wikipedia article quality life cycle from the perspective of quality indicators and provides a novel unsupervised page level approach to detect quality switch, which can help in automatic content monitoring in Wikipedia thus contributing significantly to the CSCW community.",Paramita Das; Bhanu Prakash Reddy Guda; Sasi Bhusan Seelaboyina; Soumya Sarkar; Animesh Mukherjee,2021,Conference,"Proceedings of the ACM on Human-Computer Interaction, 6, pp. 1 - 36",87,0,https://www.semanticscholar.org/paper/ce03436b8284633ac9e492f1511028583f689a01,10.1145/3512959,http://arxiv.org/pdf/2111.01496
99,"ACM, Google Scholar, Web of Science",Assessing the Quality of Wikipedia Editors through Crowdsourcing,"In this paper, we propose a method for assessing the quality of Wikipedia editors. By effectively determining whether the text meaning persists over time, we can determine the actual contribution by editors. This is used in this paper to detect vandal. However, the meaning of text does not always change if a term in the text is added or removed. Therefore, we cannot capture the changes of text meaning automatically, so we cannot detect whether the meaning of text survives or not. To solve this problem, we use crowdsourcing to manually detect changes of text meaning. In our experiment, we confirmed that our proposed method improves the accuracy of detecting vandals by about 5%.",Yumiko Suzuki; Satoshi Nakamura,2016,Conference,Proceedings of the 25th International Conference Companion on World Wide Web,17,10,https://www.semanticscholar.org/paper/d7a5280305184070f9b0989de49f39f87a85c985,10.1145/2872518.2891113,
100,"Google Scholar, Web of Science",Quality flaw prediction in Spanish Wikipedia: A case of study with verifiability flaws,,E. Ferretti; L. Cagnina; Viviana Paiz; Sebastián Delle Donne; Rodrigo Zacagnini; M. Errecalde,2018,Journal,"Inf. Process. Manag., 54, pp. 1169-1181",38,8,https://www.semanticscholar.org/paper/96624b05a21c20da28291207bff2199c68074b57,10.1016/j.ipm.2018.08.003,
101,"ACM, Google Scholar, Web of Science",Structural Analysis of Wikigraph to Investigate Quality Grades of Wikipedia Articles,"The quality of Wikipedia articles is manually evaluated which is time inefficient as well as susceptible to human bias. An automated assessment of these articles may help in minimizing the overall time and manual errors. In this paper, we present a novel approach based on the structural analysis of Wikigraph to automate the estimation of the quality of Wikipedia articles. We examine the network built using the complete set of English Wikipedia articles and identify the variation of network signatures of the articles with respect to their quality. Our study shows that these signatures are useful for estimating the quality grades of un-assessed articles with an accuracy surpassing the existing approaches in this direction. The results of the study may help in reducing the need for human involvement for quality assessment tasks.",Anamika Chhabra; S. Srivastava; S. Iyengar; P. Saini,2021,Conference,Companion Proceedings of the Web Conference 2021,46,1,https://www.semanticscholar.org/paper/8ddfbf5d323e0a94160ffe10a13353793c954f30,10.1145/3442442.3452345,
102,"Google Scholar, Web of Science",Utilizing the Wikidata System to Improve the Quality of Medical Content in Wikipedia in Diverse Languages: A Pilot Study,"Background Wikipedia is an important source of medical information for both patients and medical professionals. Given its wide reach, improving the quality, completeness, and accessibility of medical information on Wikipedia could have a positive impact on global health. Objective We created a prototypical implementation of an automated system for keeping drug-drug interaction (DDI) information in Wikipedia up to date with current evidence about clinically significant drug interactions. Our work is based on Wikidata, a novel, graph-based database backend of Wikipedia currently in development. Methods We set up an automated process for integrating data from the Office of the National Coordinator for Health Information Technology (ONC) high priority DDI list into Wikidata. We set up exemplary implementations demonstrating how the DDI data we introduced into Wikidata could be displayed in Wikipedia articles in diverse languages. Finally, we conducted a pilot analysis to explore if adding the ONC high priority data would substantially enhance the information currently available on Wikipedia. Results We derived 1150 unique interactions from the ONC high priority list. Integration of the potential DDI data from Wikidata into Wikipedia articles proved to be straightforward and yielded useful results. We found that even though the majority of current English Wikipedia articles about pharmaceuticals contained sections detailing contraindications, only a small fraction of articles explicitly mentioned interaction partners from the ONC high priority list. For 91.30% (1050/1150) of the interaction pairs we tested, none of the 2 articles corresponding to the interacting substances explicitly mentioned the interaction partner. For 7.21% (83/1150) of the pairs, only 1 of the 2 associated Wikipedia articles mentioned the interaction partner; for only 1.48% (17/1150) of the pairs, both articles contained explicit mentions of the interaction partner. Conclusions Our prototype demonstrated that automated updating of medical content in Wikipedia through Wikidata is a viable option, albeit further refinements and community-wide consensus building are required before integration into public Wikipedia is possible. A long-term endeavor to improve the medical information in Wikipedia through structured data representation and automated workflows might lead to a significant improvement of the quality of medical information in one of the world’s most popular Web resources.",Alexander Pfundner; Tobias Schönberg; J. Horn; R. Boyce; M. Samwald,2015,Journal,"Journal of Medical Internet Research, 17",28,18,https://www.semanticscholar.org/paper/4f2d62bd9f0225a9358e4e520e6e5289247c3281,10.2196/jmir.4163,
103,Google Scholar,The Impact of Topic Bias on Quality Flaw Prediction in Wikipedia,"With the increasing amount of user generated reference texts in the web, automatic quality assessment has become a key challenge. However, only a small amount of annotated data is available for training quality assessment systems. Wikipedia contains a large amount of texts annotated with cleanup templates which identify quality flaws. We show that the distribution of these labels is topically biased, since they cannot be applied freely to any arbitrary article. We argue that it is necessary to consider the topical restrictions of each label in order to avoid a sampling bias that results in a skewed classifier and overly optimistic evaluation results. We factor out the topic bias by extracting reliable training instances from the revision history which have a topic distribution similar to the labeled articles. This approach better reflects the situation a classifier would face in a real-life application.",Oliver Ferschke; Iryna Gurevych; M. Rittberger,2013,Conference,"Annual Meeting of the Association for Computational Linguistics, pp. 721-730",21,16,https://www.semanticscholar.org/paper/51bf2226cb153f0d5c7532b4b71075a7b76b069e,,
105,"Google Scholar, Web of Science",Effects of Contributor Experience on the Quality of Health-Related Wikipedia Articles,"Background Consulting the Internet for health-related information is a common and widespread phenomenon, and Wikipedia is arguably one of the most important resources for health-related information. Therefore, it is relevant to identify factors that have an impact on the quality of health-related Wikipedia articles. Objective In our study we have hypothesized a positive effect of contributor experience on the quality of health-related Wikipedia articles. Methods We mined the edit history of all (as of February 2017) 18,805 articles that were listed in the categories on the portal health & fitness in the English language version of Wikipedia. We identified tags within the articles’ edit histories, which indicated potential issues with regard to the respective article’s quality or neutrality. Of all of the sampled articles, 99 (99/18,805, 0.53%) articles had at some point received at least one such tag. In our analysis we only considered those articles with a minimum of 10 edits (10,265 articles in total; 96 tagged articles, 0.94%). Additionally, to test our hypothesis, we constructed contributor profiles, where a profile consisted of all the articles edited by a contributor and the corresponding number of edits contributed. We did not differentiate between rollbacks and edits with novel content. Results Nonparametric Mann-Whitney U-tests indicated a higher number of previously edited articles for editors of the nontagged articles (mean rank tagged 2348.23, mean rank nontagged 5159.29; U=9.25, P<.001). However, we did not find a significant difference for the contributors’ total number of edits (mean rank tagged 4872.85, mean rank nontagged 5135.48; U=0.87, P=.39). Using logistic regression analysis with the respective article’s number of edits and number of editors as covariates, only the number of edited articles yielded a significant effect on the article’s status as tagged versus nontagged (dummy-coded; Nagelkerke R2 for the full model=.17; B [SE B]=-0.001 [0.00]; Wald c2 [1]=19.70; P<.001), whereas we again found no significant effect for the mere number of edits (Nagelkerke R2 for the full model=.15; B [SE B]=0.000 [0.01]; Wald c2 [1]=0.01; P=.94). Conclusions Our findings indicate an effect of contributor experience on the quality of health-related Wikipedia articles. However, only the number of previously edited articles was a predictor of the articles’ quality but not the mere volume of edits. More research is needed to disentangle the different aspects of contributor experience. We have discussed the implications of our findings with respect to ensuring the quality of health-related information in collaborative knowledge-building platforms.",Peter Holtz; B. Fetahu; J. Kimmerle,2018,Journal,"Journal of Medical Internet Research, 20",25,10,https://www.semanticscholar.org/paper/71e8bb5240db948593ad47d03b9a703ee7b28020,10.2196/jmir.9683,https://www.jmir.org/2018/5/e171/PDF
106,"Google Scholar, Web of Science",Relative Quality Assessment of Wikipedia Articles in Different Languages Using Synthetic Measure,,Włodzimierz Lewoniewski; Krzysztof Węcel,2017,Conference,"Business Information Systems, pp. 282-292",16,5,https://www.semanticscholar.org/paper/78a15535dc2d82f2522c3eb20caa65baad1bda44,10.1007/978-3-319-69023-0_24,
107,Google Scholar,On the Use of Reliable-Negatives Selection Strategies in the PU Learning Approach for Quality Flaws Prediction in Wikipedia,"Learning from positive and unlabeled examples (PU learning) has proven to be an effective method in several Web mining applications. In particular, in the 1st International Competition on Quality Flaw Prediction in Wikipedia in 2012, a tailored PU learning approach performed best amongst the competitors. A key feature of that approach is the introduction of sampling strategies within the original PU learning procedure. The paper in hand revisits the winner approach of 2012 and elaborates on neglected aspects in order to provide evidence for the usefulness of sampling in PU learning. In this regard, we propose a modification to this PU learning approach, and we show how the different sampling strategies affect the flaw prediction effectiveness. Our analysis is based on the original evaluation corpus of the 2012-competition on quality flaw prediction. A main outcome is that under the best sampling strategy, our new modified version of PU learning increases in average the flaw prediction effectiveness by 18.31%, when compared against the winning approach of the competition.",E. Ferretti; M. Errecalde; Maik Anderka; Benno Stein,2014,Conference,"2014 25th International Workshop on Database and Expert Systems Applications, pp. 211-215",14,15,https://www.semanticscholar.org/paper/8df3a3c41c7d00b3f1b1ae7ee7894ccc69b82474,10.1109/DEXA.2014.52,
108,"ACM, Google Scholar, Web of Science",Measuring Wikipedia Article Quality in One Dimension by Extending ORES with Ordinal Regression,"Organizing complex peer production projects and advancing scientific knowledge of open collaboration each depend on the ability to measure quality. Wikipedia community members and academic researchers have used article quality ratings for purposes like tracking knowledge gaps and studying how political polarization shapes collaboration. Even so, measuring quality presents many methodological challenges. The most widely used systems use quality assesements on discrete ordinal scales, but such labels can be inconvenient for statistics and machine learning. Prior work handles this by assuming that different levels of quality are “evenly spaced” from one another. This assumption runs counter to intuitions about degrees of effort needed to raise Wikipedia articles to different quality levels. I describe a technique extending the Wikimedia Foundations’ ORES article quality model to address these limitations. My method uses weighted ordinal regression models to construct one-dimensional continuous measures of quality. While scores from my technique and from prior approaches are correlated, my approach improves accuracy for research datasets and provides evidence that the “evenly spaced” assumption is unfounded in practice on English Wikipedia. I conclude with recommendations for using quality scores in future research and include the full code, data, and models.",Nathan TeBlunthuis,2021,Conference,Proceedings of the 17th International Symposium on Open Collaboration,45,0,https://www.semanticscholar.org/paper/2c6de714ad28778eaddb2b886b7168a79cc8b4ab,10.1145/3479986.3479991,http://arxiv.org/pdf/2108.10684
109,"Google Scholar, Web of Science",Enrichment of Information in Multilingual Wikipedia Based on Quality Analysis,,Włodzimierz Lewoniewski,2017,Conference,"Business Information Systems, pp. 216-227",33,7,https://www.semanticscholar.org/paper/537cb10b82056ca9e8759c0276e6889e19cce93f,10.1007/978-3-319-69023-0_19,
111,"ACM, Google Scholar",GreenWiki: a tool to support users' assessment of the quality of Wikipedia articles,"In this work, we present GreenWiki, which is a wiki with a panel of quality indicators to assist the reader of a Wikipedia article in assessing its quality.",D. H. Dalip; R. L. Santos; Diogo Rennó Rocha de Oliveira; Valéria Freitas Amaral; Marcos André Gonçalves; R. Prates; R. Minardi; J. Almeida,2011,Conference,"ACM/IEEE Joint Conference on Digital Libraries, pp. 469-470",4,4,https://www.semanticscholar.org/paper/ccfcd884d5532e7b993495dcb44fbba1a8774c39,10.1145/1998076.1998190,
112,"Google Scholar, Web of Science",Social-collaborative determinants of content quality in online knowledge production systems: comparing Wikipedia and Stack Overflow,,S. Matei; A. A. Jabal; E. Bertino,2018,Journal,"Social Network Analysis and Mining, 8, pp. 1-16",38,8,https://www.semanticscholar.org/paper/1da7fc0b4ed71de73b519726d5f868e9c1af2659,10.1007/s13278-018-0512-3,
113,"Google Scholar, Web of Science",Improving information quality of Wikipedia articles with cooperative principle,"Purpose The purpose of this paper is to investigate the impact of cooperative principle on the information quality (IQ) by making objects more relevant for consumer needs, in particular case Wikipedia articles for students. Design/methodology/approach The authors performed a quantitative study with participants being invited to complete an online survey. Each rater evaluated three selected and re-written articles from Wikipedia by four IQ dimensions (accuracy, completeness, objectivity, and representation). Grice’s maxims and submaxims were used to re-write articles and make them more relevant for student cognitive needs. The results were analyzed with statistical methods of mean, standard deviation, Cronbach’s α, and ICC (two-way random model of single measure). Findings The study demonstrates that Wikipedia articles can be made more relevant for student needs by using cooperative principle with increase in IQ and also achieving higher consistency of students’ scores as recent research. In particular, students in the research perceived the abstract, constructed with cooperative principle, more objective and complete as reported in recent research. Practical implications The work can benefit encyclopedia editors to improve IQ of existing articles as well as consumers that would obtain more relevant information in less reading time. Originality/value This is one of the first attempts to empirically investigate the application of cooperate principle to make objects more relevant for consumer needs and impact of this on IQ. IQ improvement evidence is provided and impacts on IQ dimensions such as objectivity, completeness, accuracy, and representation for research community to validate and compare results.",M. Fidler; D. Lavbič,2017,Journal,"Online Inf. Rev., 41, pp. 797-811",72,9,https://www.semanticscholar.org/paper/e32ec265e99218e301a621486c3363a4a6ae9049,10.1108/OIR-01-2016-0003,http://arxiv.org/pdf/1807.03774
114,Google Scholar,An Empirical Study to Predict the Quality of Wikipedia Articles,,Imran Khan; Shahid Hussain; Hina Gul; Muhammad Shahid; Muhammad Jamal,2019,Conference,"WorldCIST, pp. 485-492",19,3,https://www.semanticscholar.org/paper/31e3f37070433dae787aa8228765ccac9272461f,10.1007/978-3-030-16187-3_47,
115,Google Scholar,On the Use of PU Learning for Quality Flaw Prediction in Wikipedia,"Edgardo Ferretti and Marcelo Errecalde thank Universidad Nacional de San Luis (PROICO 30310). The collaboration of UNSL, INAOE and UPV has been funded by the European Commission as part of the WIQ-EI project (project no. 269180) within the FP7 People Programme. Manuel Montes is partially supported by CONACYT, No. 134186. The work of Paolo Rosso was carried out also in the framework of the MICINN Text-Enterprise (TIN2009-13391-C04-03) research project and the Microcluster VLC/Campus (International Campus of Excellence) on Multimodal Intelligent Systems.",E. Ferretti; D. H. Fusilier; R. Guzmán-Cabrera; M. Montes-y-Gómez; M. Errecalde; Paolo Rosso,2012,Conference,"Conference and Labs of the Evaluation Forum, 1178",18,14,https://www.semanticscholar.org/paper/72d5756b021722d8c986fd3764b95c11aa8b0722,,
116,Google Scholar,"Thai Wikipedia Quality Measurement using Fuzzy Logic (人工知能学会全国大会(第26回)文化,科学技術と未来) -- (International Organized Session「Special Session on Web Intelligence & Data Mining」)",,Kanchana Saengthongpattana; N. Soonthornphisaj,2012,Journal,N/A,0,3,https://www.semanticscholar.org/paper/5c7b2bce626e9f44590fc263a94920d5727e852b,,
117,"ACM, Google Scholar",QualityRank: assessing quality of wikipedia articles by mutually evaluating editors and texts,"In this paper, we propose a method to identify high-quality Wikipedia articles by mutually evaluating editors and texts. A major approach for assessing articles using edit history is a text survival ratio based approach. However, the problem is that many high-quality articles are identified as low quality, because many vandals delete high-quality texts, then the survival ratios of high-quality texts are decreased by vandals. Our approach's strongest point is its resistance to vandalism. Using our method, if we calculate text quality values using editor quality values, vandals do not affect any quality values of the other editors, then the accuracy of text quality values should improve. However, the problem is that editor quality values are calculated by text quality values, and text quality values are calculated by editor quality values. To solve this problem, we mutually calculate editor and text quality values until they converge. Using this method, we can calculate a quality value of a text that takes into consideration that of its editors.",Yumiko Suzuki; M. Yoshikawa,2012,Conference,"ACM Conference on Hypertext & Social Media, pp. 307-308",4,7,https://www.semanticscholar.org/paper/0e24d74a6235462045441c836e504e0b8517e35f,10.1145/2309996.2310047,
118,Google Scholar,,,,,,,,,,,
119,"Google Scholar, Web of Science",Assessing Information Quality of Wikipedia Articles through Google’s E-A-T Model,"Along with the emergence of Web 2.0, User Generated Content (UGC) is becoming increasingly important for knowledge sharing. Wikipedia being the world’s largest-ever community-based collaborative encyclopedia, is also one of the biggest UGC databases in the world. Wikipedia is dealing with a significant problem of Information Quality (IQ) because of its open-source and collaborative nature. When carrying out attacks such as link spamming, malicious users take advantage of Wikipedia’s popularity on the WWW. As a result, Wikipedia is generally not recommended for academic-related work. There are, however, some articles that are both rich in information and quality. Existing approaches for assessing Wikipedia’s IQ involve statistical models and machine learning algorithms; however, the existing models do not produce satisfactory results. In this study, a novel theoretical model based on Google’s E-A-T framework is introduced to assess Wikipedia’s IQ. The model comprises three IQ constructs Expertise, Authority and Trustworthiness. Based on the empirical findings and study results, a set of IQ dimensions that influence the above three IQ constructs, as well as 45 IQ attributes to measure the IQ dimensions, were identified. The IQ attributes were automatically and inexpensively extracted from the content and meta-data statistics of Wikipedia articles using a Selenium 3.14 web automation script. A sample of 2000 articles comprising 1000 Featured Articles (FA) and 1000 non-FA articles from six WikiProjects was used for the data analysis. The proposed model was compared with three previously published models in terms of classification and clustering accuracy. It received classification and clustering accuracies of 95% and 93% respectively which is a drastic improvement over the existing models. Furthermore, an average inter-rater agreement of 84% was observed. Thus, the proposed model’s effectiveness is fairly validated by this extensive experiment. This study contributes to the related knowledge area by introducing a novel framework to assess Wikipedia articles’ IQ. The study’s limitations include the domain specificity of the chosen dataset and focusing solely on the English language. However, the results can be generalized by improving the dataset by size and replicating the study for the other domains and languages supported by Wikipedia.",Chinthani Sugandhika; S. Ahangama,2022,Journal,"IEEE Access, PP, pp. 1-1",58,1,https://www.semanticscholar.org/paper/2269aaf18fa7f0168d870e09840d7dcad1e2aa3b,10.1109/ACCESS.2022.3172962,https://ieeexplore.ieee.org/ielx7/6287639/6514899/09770051.pdf
120,"Google Scholar, Web of Science",How to Inspect and Measure Data Quality about Scientific Publications: Use Case of Wikipedia and CRIS Databases,"The quality assurance of publication data in collaborative knowledge bases and in current research information systems (CRIS) becomes more and more relevant by the use of freely available spatial information in different application scenarios. When integrating this data into CRIS, it is necessary to be able to recognize and assess their quality. Only then is it possible to compile a result from the available data that fulfills its purpose for the user, namely to deliver reliable data and information. This paper discussed the quality problems of source metadata in Wikipedia and CRIS. Based on real data from over 40 million Wikipedia articles in various languages, we performed preliminary quality analysis of the metadata of scientific publications using a data quality tool. So far, no data quality measurements have been programmed with Python to assess the quality of metadata from scientific publications in Wikipedia and CRIS. With this in mind, we programmed the methods and algorithms as code, but presented it in the form of pseudocode in this paper to measure the quality related to objective data quality dimensions such as completeness, correctness, consistency, and timeliness. This was prepared as a macro service so that the users can use the measurement results with the program code to make a statement about their scientific publications metadata so that the management can rely on high-quality data when making decisions.",Otmane Azeroual; Włodzimierz Lewoniewski,2020,Journal,"Algorithms, 13, pp. 107",42,3,https://www.semanticscholar.org/paper/56bf3c2223d01ca19aa69e62fba08c5f065422ce,10.3390/a13050107,https://www.mdpi.com/1999-4893/13/5/107/pdf?version=1588759588
121,"ACM, Google Scholar, Web of Science",Using Hyperlink Texts to Improve Quality of Identifying Document Topics Based on Wikipedia,This paper presents a method to identify the topics of documents based on Wikipedia category network. It is to improve the method previously proposed by Schonhofen by taking into account the weights of words in hyperlink texts in Wikipedia articles. The experiments on Computing and Team Sport domains have been carried out and showed that our proposed method outperforms the Schonhofen’s one.,Dat T. Huynh; T. Cao; P. H. Pham; Toan N. Hoang,2009,Conference,"2009 International Conference on Knowledge and Systems Engineering, pp. 249-254",8,10,https://www.semanticscholar.org/paper/7adf1412ebcacfd38284dfcbc8962b1b88e6e3ac,10.1109/KSE.2009.20,
